path,text
/Users/ganeshmarpuri/development/synthetic_image generation/output/Silom_75087.png,Undisabled smokily creatureling?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Italic_31022.png,tonsorial
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Italic_61459.png,heliopticon
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bradley Hand Bold_47389.png,;</:
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Italic_31903.png,Lodging mispractice hookless
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleGothic_55080.png,g`sLea
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText-Italic_67590.png,R]2ZaaO56laRqwj
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Condensed Bold_41624.png,Undepressing spearmint honeypod snapps ashrafi.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold_38869.png,Preferrer legitim merse litorinoid teff?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS_24621.png,SK_&xg\.X
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trattatello_95877.png,![?G]I<Ff3YV1n
/Users/ganeshmarpuri/development/synthetic_image generation/output/BigCaslon_24478.png,Suitableness anormal bodywood?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold_47120.png,Behavior piscatorian inornate nauseousness rooibok retardate illegitimacy?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Lao Sangam MN_26367.png,insphere
/Users/ganeshmarpuri/development/synthetic_image generation/output/Luminari_35811.png,parnorpine
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_41236.png,reimmerge
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_11339.png,bvnO&F
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_29710.png,Zongora appressor nihilify?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_73126.png,Gallinaceae sublaryngeal lurch orifacial acapnia unsober?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_13016.png,Posterish meditating sunlessness.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_14611.png,0Awa#R+3p
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_64252.png,Hnu2!`5$6Dg:Sp
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_43723.png,anywhere
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_70475.png,Q|y&d*Kz
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_85162.png,b[[P$pW^Nb~R
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_85636.png,-<NSnhyj9M ;:
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_19699.png,Uplandish juba blindage
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_25693.png,trichopathic
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_22602.png,7?IX6>nL}Y
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_56293.png,xQBEeB6=O
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold Italic_26574.png,HfhpnZpR(y3dZWc
/Users/ganeshmarpuri/development/synthetic_image generation/output/Impact_16242.png,Secessionism hippuritic cassiopeium!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma Bold_17001.png,tar
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial_21017.png,Multiliteral unsharpened tellurhydric inhabitation typarchical?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Ayuthaya_97291.png,0y8a7!a&Wx+
/Users/ganeshmarpuri/development/synthetic_image generation/output/Khmer Sangam MN_89481.png,;F+(G>Im2 
/Users/ganeshmarpuri/development/synthetic_image generation/output/KefaIII_36826.png,Gonfalonier adjuvant slumdom zealously monozygotic flasket scorpio?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold_27203.png,Millowner ectocarpous pectinate necropoleis cytospora unanimately.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Black_22792.png,Prospective monkeyry dreamsiness peshwaship casino prosport!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold Italic_71447.png,ureterolysis
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS_35093.png, n[_
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Alternate Bold_33570.png,\PDm%
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings_46534.png,anonyma
/Users/ganeshmarpuri/development/synthetic_image generation/output/Sathu_92240.png,Leiotropic boller hexafoil teleocephali geoid!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold Italic_14964.png,semipectoral
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma_97592.png,"'8&""vs"
/Users/ganeshmarpuri/development/synthetic_image generation/output/PlantagenetCherokee_59229.png,MG|l#
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold_48416.png,Uninervate banishment hamathite cadgily hypnopompic bimaculate
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold Italic_56202.png,4K@>)
/Users/ganeshmarpuri/development/synthetic_image generation/output/Microsoft Sans Serif_74612.png,Predecisive epidendral malposed unabridgable!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold Italic_19283.png,Kinetics orihyperbola pettifogger!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Rounded Bold_13877.png,'KwEziBtn0
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold_23355.png,xM[#
/Users/ganeshmarpuri/development/synthetic_image generation/output/Krungthep_95187.png,synedrous
/Users/ganeshmarpuri/development/synthetic_image generation/output/Andale Mono_48038.png,Novercal malocclusion overdrawer.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Herculanum_33112.png,uw62vQM&!UXG
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS Bold_39733.png,Wellsite cutiterebra lymphology thondraki sieglingia lapel!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Italic_76104.png,Rhizopoda
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana_33343.png,concordist
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold_66796.png,$UYr
/Users/ganeshmarpuri/development/synthetic_image generation/output/LastResort_70793.png,erikite
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralItalic_69990.png,Chronanagram tattling ledgeless tergeminate intense sissyish!
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneral_70342.png,Ml>7k
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoMath_17252.png,"`W1'80,d4+g"
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBolIta_44999.png,W2@{#i>
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBol_84077.png,Christianism
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_94447.png,Mellifera
/Users/ganeshmarpuri/development/synthetic_image generation/output/Geneva_10658.png,)f~Qz}%ddz`EoIc
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMono_47483.png,"=!K{S2=v""?BQ%p-"
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompact_15560.png,vC`EhWn0OR
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYork_66898.png,autosender
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMonoItalic_66857.png,brazera
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNS_13349.png,rabidness
/Users/ganeshmarpuri/development/synthetic_image generation/output/Monaco_78481.png,bmK|epOFgxjo`3
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Symbols_10581.png,Coplowing smuggish alive spadesman?
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYorkItalic_29044.png,Macruroid siltation epicarides?
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactItalic_18081.png,Secularize outbetter prizable overdure dioptrometry holosteous?
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSRounded_28304.png,Boloism
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactRounded_12918.png,tSr:k!~(eNK[Qh
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSItalic_38946.png,Filiation bewilderedly bifidity.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Webdings_76016.png,Peevishly prefactor pipestone octapla entelam jenson?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Zapfino_11392.png,dgq\b07
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Italic_55979.png,i?)&xaizqm.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia_74627.png,(vTze@Q
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold_29251.png,Zolaize hexameron oviscapt frowziness ovoflavin.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bodoni 72 Smallcaps Book_70607.png,dR1KD303soU]mb
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold Italic_22469.png,Nonsocialist gematria anchorlike decimation?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Silom_34344.png,Usuary surnominal hypogenesis
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Italic_99606.png,"TO']P,Xu"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Italic_24919.png,"DZO,9h"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bradley Hand Bold_17353.png,Outrager tectosages exosepsis elevational?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Italic_44026.png,amerce
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleGothic_79274.png,U~rPO+] f+Zk
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText-Italic_31080.png,"QW.N""hq`9D=EJq#"
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Condensed Bold_25639.png,"Ct*,|r^dLl"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold_43498.png,I1[4'NdweT.8)
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS_66220.png,kerril
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trattatello_82211.png,Stonish farinulent poultrylike acutilingual stampsman
/Users/ganeshmarpuri/development/synthetic_image generation/output/BigCaslon_41554.png,DQA#*X.g;%~sY
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold_92741.png,deter
/Users/ganeshmarpuri/development/synthetic_image generation/output/Lao Sangam MN_40076.png,Hirmologion suhuaro informedly lenticel backframe stenostomia?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Luminari_15735.png, L~a0
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_22590.png,jq'N}G}F
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_95553.png,Heptastyle queer endoprocta araneous
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_63461.png,O3upX.~%OZH.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_47381.png,dpq_g
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_11662.png,Authotype mouseship predelusion blushingly.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_56269.png,Boyardism vanda unpared overtwine.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_88910.png,Hippobosca
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_77872.png,Epigamic wandery quadricorn cnidoblast coxcombess misexplain
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_15033.png,Reliever shebang trifoliosis minikinly deepsome brushbush preclusive!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_34326.png,Jeer urus continuable packmaking recover wigless!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_91421.png,Methacrylate orthose lollardry?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_59272.png,T7=\n<l/mHBW5
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_17411.png,portionist
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_97671.png,Tuberculid leucadian prematurity thickskin impaction!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_17913.png,:@$s<Jb6j~KQ4%V
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold Italic_97089.png,*zfv
/Users/ganeshmarpuri/development/synthetic_image generation/output/Impact_27642.png,Stickfast mastorrhagia decidual typhoon.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma Bold_85918.png,noumenally
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial_65297.png,Retinoscopic cardinalis endemial antasthmatic craniopathy epiclidal
/Users/ganeshmarpuri/development/synthetic_image generation/output/Ayuthaya_93007.png,cGi1pa
/Users/ganeshmarpuri/development/synthetic_image generation/output/Khmer Sangam MN_91555.png,oIW%T\
/Users/ganeshmarpuri/development/synthetic_image generation/output/KefaIII_27529.png,symposia
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold_69078.png,"""F&chN!K-"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Black_34324.png,infuser
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold Italic_52913.png,ZB-'WHqk[l{J7oi
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS_60069.png,reflagellate
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Alternate Bold_80554.png,"T,hL{H6RO1)CIqs"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings_26645.png,#t&Wl}}ln_09Hgb
/Users/ganeshmarpuri/development/synthetic_image generation/output/Sathu_91151.png,banqueter
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold Italic_66508.png,Kroner logium creatorrhea!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma_63089.png,Mandaeism misotheist chleuh
/Users/ganeshmarpuri/development/synthetic_image generation/output/PlantagenetCherokee_38322.png,~AM<y)w<L=5
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold_68504.png,stzol3&ivXK;8s
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold Italic_36546.png,flunkeydom
/Users/ganeshmarpuri/development/synthetic_image generation/output/Microsoft Sans Serif_27688.png,unvicarious
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold Italic_84013.png,Petalled vingolf strombus dominion spiritally gradientia feudality?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Rounded Bold_12043.png,JKQwb 
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold_47447.png,phenospermic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Krungthep_77173.png,ethnogeny
/Users/ganeshmarpuri/development/synthetic_image generation/output/Andale Mono_44998.png,CDe~ @n@:\.]T
/Users/ganeshmarpuri/development/synthetic_image generation/output/Herculanum_17061.png,uncabled
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS Bold_89726.png,poultryist
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Italic_15745.png,Fitzclarence intergesture vanadic achromoderma demicoronal
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana_83078.png,"a""'Avz6>h"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold_19408.png,Concordist hocket bargeboard preludial mollycoddle bodkinwise?
/Users/ganeshmarpuri/development/synthetic_image generation/output/LastResort_27738.png,o's;q&?Jm
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralItalic_72918.png,x?L3'z?
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneral_35380.png,flabelliform
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoMath_37179.png,Skeletal myxopoiesis siphoneous dominatingly futureless
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBolIta_80666.png,"1""lhf;@NE"
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBol_51930.png,{!):h5J
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_39017.png,"ri#|V|.Q,J"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Geneva_43490.png,&|60{eY0^j~h
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMono_92212.png,nm|+q3
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompact_42707.png,-f)llt-'N)AU-q>
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYork_66558.png,Terebellidae elfwort morology enteromere.
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMonoItalic_72541.png,^&_:q54
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNS_38779.png,t&5f4m.I%R_
/Users/ganeshmarpuri/development/synthetic_image generation/output/Monaco_77561.png,"""#Iq'PaD!R^kSez"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Symbols_79696.png,Joggler orchidacean manchu talonid cadism.
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYorkItalic_42953.png,"C\[$c,m6-S@G"
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactItalic_69664.png,Dirt dorsale objectival tenontodynia fingerable
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSRounded_98444.png,s=0zuR92KvOys7x
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactRounded_36636.png,<sfR@~?<vR;[
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSItalic_18952.png,Saccharum durably underyoke tetrapterous gingerleaf praying yawney
/Users/ganeshmarpuri/development/synthetic_image generation/output/Webdings_10156.png,Banbury captious roommate ceraunophone egilops semaphoric arab.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Zapfino_74174.png,dWnt!6UjXsBHS0#
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Italic_78801.png,reuphold
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia_33726.png,luteoma
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold_77484.png,mindless
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bodoni 72 Smallcaps Book_57453.png,simplify
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold Italic_73354.png,"?,?vJ`hY:"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Silom_97930.png,APa(
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Italic_12469.png,Cackerel needlework fishpot reselection zoomimetic!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Italic_31624.png,mercenary
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bradley Hand Bold_59823.png,Unpetal cathartides trogones.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Italic_39585.png,l;cCXqu[h
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleGothic_71619.png,FKPX9m@
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText-Italic_34447.png,tramming
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Condensed Bold_91046.png,koksaghyz
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold_27991.png,overweigh
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS_33074.png,Tenino liter percomorphi andromeda schizospore ternal spearhead.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trattatello_49059.png,Pommeled catastrophic luggageless preflattery chao sendee?
/Users/ganeshmarpuri/development/synthetic_image generation/output/BigCaslon_79135.png,$*AVX-hnTx <
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold_14539.png,{?aj
/Users/ganeshmarpuri/development/synthetic_image generation/output/Lao Sangam MN_93695.png,SWQf
/Users/ganeshmarpuri/development/synthetic_image generation/output/Luminari_16222.png,8nDsOq5r]
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_49099.png,inditer
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_27313.png,Larkishness obley hyperbrutal superperson sellar backchat syncopation
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_51824.png,`4{;y+J8 TE
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_90775.png,oblige
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_97739.png,Rhein luna achtelthaler electrifier mythicality holocephala stridently!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_39517.png,5?y&.X_CjPoA7S3
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_58942.png,"QN0"""
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_42813.png,freehand
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_42065.png,levogyre
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_63632.png,Nonformal staphyloma diarticular?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_65645.png,CjJ~MFr![?j
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_53392.png,Choroid intraoral undividedly propagandize shopworker plateway neif?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_87941.png,serpentinic
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_78182.png,shoop
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_27070.png,dysarthria
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold Italic_38722.png,X@CTb|gtNP<8$e
/Users/ganeshmarpuri/development/synthetic_image generation/output/Impact_63901.png,seriously
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma Bold_43132.png,autodrome
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial_88345.png,uncleanly
/Users/ganeshmarpuri/development/synthetic_image generation/output/Ayuthaya_81882.png,Perspicuity becobweb jayhawk metageometry kinesimeter downtrend!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Khmer Sangam MN_54670.png,S53r(!-L4-8h>C
/Users/ganeshmarpuri/development/synthetic_image generation/output/KefaIII_60924.png,Ergomaniac pict overfrighten monkmonger rozum trier hyperwrought!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold_33547.png,pubes
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Black_99009.png,bedtime
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold Italic_45051.png,Steadiness missyish vitochemical.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS_89564.png,E1aO
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Alternate Bold_62188.png,Tho amara koko tocokinin?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings_35200.png,>a2+2r
/Users/ganeshmarpuri/development/synthetic_image generation/output/Sathu_39095.png,:?5|TR&|Q
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold Italic_80213.png,perfectation
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma_34405.png,R5nfL[[5-7W(
/Users/ganeshmarpuri/development/synthetic_image generation/output/PlantagenetCherokee_99969.png,Untwister unratified cymry anthropoidal subpyriform overhonest?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold_42053.png,scent
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold Italic_59275.png,flossy
/Users/ganeshmarpuri/development/synthetic_image generation/output/Microsoft Sans Serif_11369.png,joll
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold Italic_89204.png,";;,(kQ`n[LDqj5"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Rounded Bold_12982.png,worst
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold_15023.png,Spadrone goalkeeping histologic starchlike unaccustomed.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Krungthep_70786.png,wavemark
/Users/ganeshmarpuri/development/synthetic_image generation/output/Andale Mono_29714.png,unlettering
/Users/ganeshmarpuri/development/synthetic_image generation/output/Herculanum_74557.png,-F}nh)zSCFy+!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS Bold_40472.png,Maidling tillamook bolshevism unsectarian teal subtract amphipneusta
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Italic_44252.png,Crimeless ateliosis lipocardiac!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana_79493.png,HD?1Bm
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold_41424.png,z[sp%6
/Users/ganeshmarpuri/development/synthetic_image generation/output/LastResort_50920.png,Unenrichable unrancid philomath caracolite plumulaceous.
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralItalic_47467.png,Generation gustable unprospered repale washpot anaclete lira.
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneral_60178.png,] QN%#r|4/rrn
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoMath_15950.png,cevine
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBolIta_51071.png," 0KeM`BM4C""G4np"
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBol_46541.png,slaker
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_87148.png,](]1]GFj&aYn
/Users/ganeshmarpuri/development/synthetic_image generation/output/Geneva_20927.png,BdksG+aS;`YVN:/
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMono_12379.png,luminarious
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompact_37652.png,stirrupless
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYork_44204.png,Angiotrophic doggedly nonarmament bonasa!
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMonoItalic_89977.png,Annodated nematology choristate.
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNS_45741.png,8&@&~
/Users/ganeshmarpuri/development/synthetic_image generation/output/Monaco_77450.png,twistingly
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Symbols_18429.png,anastate
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYorkItalic_87628.png,=~II@g
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactItalic_53864.png,$~3Ia)H9b
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSRounded_81505.png,B*}Tn
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactRounded_28201.png,J`4-Q>
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSItalic_16810.png,"P`i]""{/5%Fq$"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Webdings_76550.png,rejuvenation
/Users/ganeshmarpuri/development/synthetic_image generation/output/Zapfino_66875.png,Fenestrato unwealthy postdiluvian oophoric awellimiden.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Italic_32029.png,?krd20nCDeJ5%
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia_38003.png,DI+`_aF
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold_45176.png,Hx>nhFTj`ED|}0T
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bodoni 72 Smallcaps Book_81497.png,muleback
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold Italic_26303.png,Fasi3'#y=
/Users/ganeshmarpuri/development/synthetic_image generation/output/Silom_75591.png,Mechlin
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Italic_62770.png,Ira
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Italic_23827.png,Nyctanthes
